,ident,it,t,a(i),emegas(i),emepla(i)/emet,rplanet(i)/radtie,emestar,rc,qest,sigmag_0,emed,gama,apert,fpert,constmigI,emetal,taugas
6625,537,194594,20000001.0,1.8061053370337967,0.0,0.3138717286819097,  0.82691928578981500      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6626,537,194594,20000001.0,2.0774632067872885,0.0,0.29758453150568903,   1.0172380070869949      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6627,537,194594,20000001.0,2.3655068454691617,0.0,0.3723730052530873,   1.0984051513991280      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6628,537,194594,20000001.0,2.5099598446032294,0.0,0.37579813000636586,   1.1039627047677398      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6629,537,194594,20000001.0,2.68885164033196,0.0,0.5984628868026332,   1.2891049948602988      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6630,537,194594,20000001.0,3.1537948927137367,0.0,0.22453345284584544,  0.93208917693495452      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6631,537,194594,20000001.0,3.3566061964763927,0.0,0.5109732283244497,   1.2266096375346500      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6632,537,194594,20000001.0,3.6137968191703784,0.0,0.2400603276356003,  0.95457828448878101      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6633,537,194594,20000001.0,3.8577213065149545,0.0,0.13765891281302536,  0.79348537098423322      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6634,537,194594,20000001.0,4.109394498898592,0.0,0.19964098142516085,  0.89843497349331225      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
